sex,types,level,birthday,following,fans,view,likes,album,article,video,audio
保密,-1,5.0,09-25,105,1,5689.0,53.0,0,0,0,0
保密,-1,5.0,08-19,52,1,7546.5,4.5,1,0,0,0
男,-1,5.0,12-29,9,1,3383.0,10.8,0,0,0,0
男,-1,5.0,06-30,114,3,245.0,1.0,0,0,0,0
保密,-1,5.0,01-01,113,0,502.0,1.5,0,0,0,0
保密,-1,2.0,01-01,1,0,6588.0,2.3333333333333335,0,0,0,0
保密,-1,4.0,01-01,95,0,1424.2,1.6,0,0,0,0
保密,-1,2.0,01-01,1,0,6588.0,2.3333333333333335,0,0,0,0
保密,-1,3.0,02-28,23,0,996.8,2.6,0,0,0,0
男,-1,5.0,01-01,34,0,1542.5,1.5,0,0,0,0
保密,-1,5.0,02-05,74,4,13383.0,4.8,0,0,0,0
男,-1,5.0,08-14,41,0,5658.0,21.0,0,0,0,0
保密,-1,5.0,01-01,54,0,1400.8,7.0,0,0,0,0
女,-1,5.0,01-20,594,3,6425.860098492568,7.625991358782222,0,0,0,0
男,-1,5.0,01-23,176,0,4240.600785073478,30.564741146452892,0,0,0,0
保密,-1,5.0,01-01,18,1,11285.0,9.8,0,0,0,0
女,-1,5.0,01-02,142,3,333.6,3.8,0,0,0,0
女,-1,6.0,01-01,73,3,919.3333333333334,9.333333333333334,0,0,0,0
保密,-1,4.0,01-01,2,1,1305.5,3.5,0,0,0,0
保密,-1,6.0,01-01,105,3,802.4,2.0,0,0,0,0
女,-1,6.0,01-01,128,2,93.0,1.0,0,0,0,0
男,-1,5.0,07-27,66,3,88.5,2.5,0,0,0,0
保密,-1,5.0,01-01,69,0,109.66666666666667,3.3333333333333335,0,0,0,0
保密,-1,4.0,01-01,5,0,2609.0,5.5,0,0,0,0
男,-1,6.0,07-10,164,1,1826.5,25.0,0,0,0,0
保密,-1,5.0,01-01,90,2,455.0,11.5,0,0,0,0
保密,-1,5.0,01-01,10,0,1660.5,77.75,0,0,0,0
保密,-1,4.0,01-01,4,0,1179.0,1.0,0,0,0,0
保密,-1,5.0,01-01,26,9,579.0,5.0,0,0,0,0
男,-1,5.0,07-14,59,1,3537.5,2.25,0,0,0,0
保密,-1,5.0,05-20,45,0,404.6,3.0,0,0,0,0
男,-1,4.0,01-01,26,1,59.0,3.0,0,0,0,0
保密,-1,6.0,01-01,238,1,342.0717928007562,3.625425056993488,0,0,0,0
女,-1,3.0,02-14,54,2,1478.3333333333333,4.666666666666667,0,0,0,0
男,-1,5.0,12-08,23,1,873.8,4.0,0,0,0,0
保密,-1,4.0,09-06,40,0,1014.6666666666666,6.333333333333333,0,0,0,0
男,-1,5.0,08-21,121,0,2338.0,6.6,0,0,0,0
保密,-1,5.0,01-01,48,0,2061.0,2.0,0,0,0,0
保密,-1,4.0,01-01,111,0,991.5754494002391,5.740115370177612,0,0,0,0
保密,-1,4.0,08-15,105,1,5689.0,53.0,0,0,0,0
保密,-1,5.0,03-31,75,0,224.0,12.0,0,0,0,0
保密,-1,5.0,11-12,26,0,185.0,1.0,0,0,0,0
保密,-1,5.0,01-01,132,0,138.0,1.0,0,0,0,0
男,-1,5.0,03-19,234,2,200.0,9.0,0,0,0,0
男,-1,6.0,04-02,189,2,2124.8828637385463,8.727922061357855,0,0,0,0
保密,-1,5.0,12-24,59,0,16946.333333333332,16.0,0,0,0,0
保密,-1,5.0,01-01,498,5,20105.0,3.0,0,0,0,0
男,-1,5.0,01-01,105,0,3750.2,28.6,1,0,0,0
保密,-1,4.0,07-15,1,0,6588.0,2.3333333333333335,0,0,0,0
男,-1,5.0,11-04,72,13,6472.0,110.0,0,0,0,0
女,-1,5.0,07-28,127,4,4672.5,3.0,0,0,0,0
保密,-1,5.0,01-01,38,0,380.3333333333333,7.0,0,0,0,0
男,-1,5.0,09-18,546,1,1445.6342544903148,2.952042591207077,0,0,0,0
男,-1,5.0,05-05,45,0,404.6,3.0,0,0,0,0
保密,-1,1.0,01-01,0,1,483.0,1.5,0,0,0,0
女,-1,5.0,08-15,83,1,637.0,1.0,0,0,0,0
男,-1,6.0,11-16,1326,4,2689.543815171127,12.127455526936489,0,0,0,0
女,-1,5.0,03-15,64,1,1763.4,2.2,0,0,0,0
男,-1,5.0,12-02,50,0,852.5,1.0,0,0,0,0
保密,-1,5.0,01-01,91,0,1382.7607623487945,11.560012570748732,0,0,0,0
保密,-1,4.0,01-01,7,0,318.6666666666667,4.0,0,0,0,0
保密,-1,3.0,10-10,190,0,2319.9001076812497,16.082978954406173,0,0,0,0
女,-1,6.0,11-24,114,2,3019.0,4.0,0,0,0,0
保密,-1,6.0,01-01,83,10,977.5,13.5,0,0,0,0
保密,-1,5.0,10-29,34,0,1542.5,1.5,0,0,0,0
保密,-1,5.0,01-01,36,4,2651.75,4.5,1,0,0,0
保密,-1,5.0,12-13,0,2,3084.8,28.8,0,0,0,0
男,-1,6.0,01-01,97,3,265.5,11.0,0,0,0,0
保密,-1,5.0,01-01,3,0,546.6666666666666,3.0,0,0,0,0
保密,-1,5.0,11-03,259,4,41065.629061259904,7.640332627676941,0,0,0,0
保密,-1,6.0,01-15,158,3,1717.75,14.0,0,0,0,0
男,-1,5.0,08-01,281,4,2135.254990907409,7.069895342768296,2,0,0,0
保密,-1,5.0,01-01,53,0,43.0,2.0,0,0,0,0
男,-1,5.0,08-10,159,0,1355.5591575978046,3.2429966260076877,0,0,0,0
保密,-1,5.0,01-01,128,0,3105.097263787437,31.680037712246193,0,0,0,0
男,-1,6.0,02-05,72,1,1589.5,2.5,0,0,0,0
女,-1,4.0,11-23,16,1,1944.4,4.0,0,0,0,0
保密,-1,5.0,01-01,66,16,2184.5,23.25,0,0,0,0
男,-1,5.0,01-01,207,2,735.8646050675849,3.4053618488639237,1,0,0,0
女,-1,5.0,04-10,102,0,114.5,2.0,1,0,0,0
女,-1,5.0,01-01,98,1,493.6666666666667,5.0,0,0,0,0
保密,-1,5.0,01-01,90,0,1386.0253517581843,3.336891961738579,0,0,0,0
保密,-1,5.0,01-01,29,0,1393.75,22.5,0,0,0,0
保密,-1,4.0,08-07,154,1,1181.0,2.0,0,0,0,0
保密,-1,5.0,02-07,42,0,934.0,3.3333333333333335,0,0,0,0
保密,-1,5.0,01-01,41,0,5658.0,21.0,0,0,0,0
保密,-1,6.0,12-26,129,0,3064.650345615208,9.82466682257389,0,0,0,0
保密,-1,6.0,03-31,383,21,11421.339398577229,39.99376938111966,0,0,0,0
保密,-1,5.0,04-07,88,0,665.7922916413705,5.96355024790609,0,0,0,0
保密,-1,4.0,03-23,74,1,15531.0,2.5,0,0,0,0
保密,-1,5.0,08-20,1,1,1814.4,14.8,0,0,0,0
保密,-1,5.0,01-01,107,3,20.0,1.0,0,0,0,0
男,-1,6.0,04-11,184,2,5720.568542494923,10.675795956314127,0,0,0,0
保密,-1,5.0,01-01,79,1,17.0,8.0,0,0,0,0
保密,-1,4.0,01-01,72,0,817.5,2.75,0,0,0,0
男,-1,5.0,02-16,26,3,714.0,11.666666666666666,0,0,0,0
保密,-1,5.0,08-04,52,1,7546.5,4.5,2,0,0,0
保密,-1,5.0,07-06,40,2,8651.0,2.0,0,0,1,0
男,-1,5.0,01-01,27,0,556.0,7.666666666666667,0,0,0,0
女,-1,5.0,10-31,167,5,2429.8324786160356,1.0,0,0,0,0
保密,-1,5.0,07-30,29,2,1694.25,9.0,0,0,0,0
保密,-1,2.0,01-01,0,0,14363.8,615.8,0,0,0,0
保密,-1,4.0,01-01,13,0,350.5,2.5,0,0,0,0
保密,-1,5.0,01-01,28,52,120232.0,65.0,0,0,0,0
女,-1,5.0,09-22,11,20,25609.0,58.2,0,0,0,0
男,-1,6.0,06-11,82,0,96.0,4.0,0,0,0,0
保密,-1,5.0,01-05,68,15,2951.6,47.0,0,0,0,0
男,-1,3.0,01-01,3,0,546.6666666666666,3.0,0,0,0,0
男,-1,6.0,01-24,35,0,61.5,2.5,0,0,0,0
保密,-1,4.0,09-25,30,135,287064.2608528524,1628.985752154404,0,0,0,0
男,-1,5.0,05-20,37,4,4038.2,15.4,0,0,0,0
保密,-1,5.0,01-01,288,0,390.1860166970571,5.07698256186074,0,0,0,0
保密,-1,3.0,01-01,57,0,6232.333333333333,3.3333333333333335,0,0,0,0
男,-1,5.0,09-14,336,1,1833.6460816107115,3.836801750293813,0,0,0,0
保密,-1,4.0,10-19,41,2,2872.3333333333335,5.666666666666667,0,0,0,0
保密,-1,5.0,10-14,14,1,3469.0,9.25,0,0,0,0
女,-1,5.0,01-30,81,1,16.0,1.0,0,0,0,0
男,-1,3.0,01-01,15,0,1131.4,28.6,0,0,0,0
保密,-1,5.0,01-01,9,0,731.6666666666666,3.6666666666666665,0,0,0,0
保密,-1,5.0,01-17,220,1,2326.7451299290246,7.8456710674492935,0,0,0,0
保密,-1,5.0,04-22,11,4,8267.0,8.0,0,0,0,0
保密,-1,5.0,01-01,44,0,375.4,2.8,0,0,0,0
男,-1,5.0,01-01,98,2,25.0,1.0,0,0,0,0
女,-1,5.0,06-03,180,10,21407.0,29.0,0,0,0,0
男,-1,5.0,11-14,73,1,310.5,1.5,0,0,0,0
保密,-1,5.0,01-01,62,0,1848.0,1.0,0,0,0,0
男,-1,3.0,08-28,37,0,905.0,17.5,0,0,0,0
男,-1,5.0,07-21,104,3,143.0,3.0,0,0,0,0
保密,-1,4.0,01-01,6,0,2375.25,34.0,0,0,0,0
保密,-1,5.0,01-01,78,6,583.0,9.0,0,0,0,0
保密,-1,5.0,09-06,65,0,579.6007542449239,2.0622236189720815,0,0,0,0
保密,-1,5.0,01-01,25,1,1481.4,12.8,0,0,0,0
保密,-1,5.0,01-01,111,0,991.5754494002391,5.740115370177612,0,0,0,0
女,-1,5.0,04-02,145,1,3233.94343836486,4.272077938642146,0,0,0,0
女,-1,5.0,02-25,31,2,4974.0,20.2,0,0,0,0
男,-1,5.0,01-01,830,2,1096.9014598487795,10.48817138794359,0,0,0,0
女,-1,5.0,11-11,144,4,129.0,4.0,0,0,0,0
保密,-1,5.0,10-29,29,2,1694.25,9.0,0,0,0,0
男,-1,6.0,10-15,104,0,3179.5,13.0,0,0,0,0
保密,-1,5.0,12-13,145,1,3233.94343836486,4.272077938642146,0,0,0,0
保密,-1,5.0,01-01,41,0,5658.0,21.0,0,0,0,0
保密,-1,5.0,01-01,36,0,473.0,23.0,0,0,0,0
保密,-1,5.0,01-01,469,2,848.0851498537847,3.8281814085193338,0,0,0,0
男,-1,6.0,10-16,83,0,142.0,4.0,0,0,0,0
保密,-1,5.0,01-01,13,1,1287.0,1.0,0,0,0,0
保密,-1,5.0,10-28,45,0,404.6,3.0,0,0,0,0
女,-1,4.0,11-24,97,0,557.059822368854,2.386729540169507,0,0,0,0
男,-1,5.0,10-08,314,5,17172.0,23.0,0,0,0,0
保密,-1,5.0,03-16,83,6,2171.5,17.5,0,0,0,0
男,-1,5.0,01-01,24,3,1149.0,8.0,0,0,0,0
保密,-1,5.0,02-17,99,0,273.6,1.6,0,0,0,0
男,-1,6.0,10-01,11,0,568.0,7.8,0,0,0,0
保密,-1,4.0,01-01,3,0,546.6666666666666,3.0,0,0,0,0
保密,-1,5.0,01-01,43,0,3198.0,2.0,0,0,0,0
女,-1,5.0,11-09,0,3,9157.0,13.0,0,0,0,0
男,-1,5.0,02-14,125,0,3032.6666666666665,20.333333333333332,1,0,0,0
保密,-1,6.0,01-01,338,0,2219.0153922794816,4.77551565788668,0,0,0,0
男,-1,6.0,04-30,52,12,9907.0,83.0,1,0,0,0
男,-1,5.0,10-08,14,1,3469.0,9.25,0,0,0,0
保密,-1,5.0,01-01,80,2,3728.0,2.0,0,0,0,0
男,-1,5.0,03-20,21,10,53705.0,58.0,0,0,0,0
保密,-1,4.0,09-24,20,0,2002.3333333333333,7.333333333333333,0,0,0,0
男,-1,6.0,04-21,126,0,1792.0,2.0,0,0,0,0
保密,-1,5.0,01-01,53,1,29.0,4.0,0,0,0,0
女,-1,5.0,01-01,131,3,87.0,2.0,0,0,0,0
男,-1,5.0,01-01,44,0,375.4,2.8,0,0,0,0
保密,-1,5.0,01-01,47,1,600.3333333333334,2.3333333333333335,0,0,0,0
女,-1,5.0,06-27,95,1,1002.5,1.75,1,0,0,0
保密,-1,6.0,04-17,286,13,3384.4990231546844,7.885729418985967,0,0,0,0
保密,-1,5.0,01-01,50,3,1049.2,3.0,0,0,0,0
保密,-1,4.0,01-01,5,0,2609.0,5.5,0,0,0,0
男,-1,6.0,06-04,63,0,3816.0,4.0,1,0,0,0
保密,-1,5.0,01-01,0,1,483.0,1.5,0,0,0,0
保密,-1,5.0,06-30,133,0,1082.55960921873,5.066352299152466,0,0,0,0
保密,-1,4.0,01-01,20,2,10150.5,61.5,0,0,0,0
保密,-1,3.0,01-01,3,2,2792.25,34.0,0,0,0,0
男,-1,5.0,10-29,72,26,9132.0,173.0,0,0,0,0
保密,-1,5.0,12-14,220,3,1090.8718570840515,8.757359312880714,0,0,0,0
保密,-1,5.0,01-01,60,5,2924.5,7.25,0,0,0,0
保密,-1,4.0,01-01,61,3,196.0,21.0,0,0,0,0
保密,-1,6.0,11-11,128,5,4627.0,9.0,0,0,0,0
男,-1,5.0,01-01,46,0,332.5,3.0,0,0,0,0
保密,-1,5.0,01-01,194,0,324.0,2.0,0,0,0,0
保密,-1,4.0,01-01,8,2,3480.0,4.0,0,0,0,0
保密,-1,5.0,01-01,78,3,927.0,22.0,0,0,0,0
保密,-1,4.0,01-01,3,0,546.6666666666666,3.0,0,0,0,0
保密,-1,5.0,01-01,89,1,175.0,2.0,0,0,0,0
保密,-1,5.0,01-01,9,6,2546.0,22.5,0,0,0,0
保密,-1,5.0,10-16,39,3,1033.0,13.5,1,0,0,0
保密,-1,5.0,01-01,1,0,6588.0,2.3333333333333335,0,0,0,0
保密,-1,6.0,01-01,95,0,1424.2,1.6,0,0,0,0
保密,-1,5.0,12-06,49,3,2720.8,9.0,4,0,0,0
保密,-1,6.0,08-15,212,0,113.6914451941414,2.7858499294066483,0,0,0,0
保密,-1,5.0,01-01,120,0,680.5,4.0,0,0,0,0
男,-1,5.0,09-21,286,0,285.7219830848117,4.448505732672107,0,0,0,0
保密,-1,5.0,09-19,17,4,698.0,6.0,0,0,0,0
女,-1,5.0,01-01,176,10,15949.0,11.0,0,0,0,0
保密,-1,5.0,01-01,121,1,2201.0,6.5,0,0,0,0
保密,-1,5.0,06-25,223,1,390.92087039624124,6.0710678118654755,0,0,0,0
保密,-1,5.0,01-01,2,2,3938.0,1.0,0,0,0,0
男,-1,5.0,12-01,127,8,5543.756329141555,35.15851301465684,0,0,0,0
保密,-1,5.0,07-06,328,1,1233.646951333362,6.684794843821255,1,0,0,0
保密,-1,4.0,11-10,5,2,569.0,5.0,0,0,0,0
保密,-1,5.0,01-01,126,5,2627.3378413094847,3.2928932188134525,0,0,0,0
保密,-1,4.0,10-01,12,2,306.0,7.0,0,0,0,0
保密,-1,5.0,09-10,113,0,502.0,1.5,0,0,0,0
男,-1,5.0,01-01,66,0,569.0,1.0,0,0,0,0
男,-1,5.0,07-11,56,10,4103.231812293148,5.336891961738579,0,0,0,0
保密,-1,5.0,06-21,123,5,3293.6,29.4,0,0,0,0
女,-1,5.0,01-01,152,0,408.8,8.8,0,0,0,0
保密,-1,5.0,01-01,32,2,356.0,13.0,0,0,0,0
保密,-1,4.0,04-20,36,1,551.6666666666666,4.333333333333333,0,0,0,0
男,-1,6.0,03-06,242,3,1006.3742011101793,1.7071067811865475,0,0,0,0
女,-1,5.0,01-01,129,0,3064.650345615208,9.82466682257389,0,0,0,0
女,-1,5.0,05-04,7,0,318.6666666666667,4.0,0,0,0,0
女,-1,4.0,02-27,10,0,1660.5,77.75,0,0,0,0
保密,-1,5.0,11-11,168,0,2.0,4.0,0,0,0,0
保密,-1,5.0,01-01,27,0,556.0,7.666666666666667,0,0,0,0
保密,-1,5.0,01-01,14,0,794.6666666666666,23.666666666666668,0,0,0,0
保密,-1,5.0,07-30,88,1,93.5,5.0,0,0,0,0
男,-1,5.0,08-01,260,2,874.2857142857143,5.0,0,0,0,0
保密,-1,5.0,01-01,32,0,551.0,3.8,0,0,0,0
保密,-1,4.0,01-01,7,0,318.6666666666667,4.0,0,0,0,0
保密,-1,5.0,06-10,70,1,678.75,49.75,0,1,0,0
保密,-1,5.0,01-01,109,1,125.0,2.5,0,0,0,0
男,-1,5.0,01-01,87,2,1817.8,8.4,0,0,0,0
保密,-1,5.0,01-01,110,0,220.25331657233502,1.849778895177665,0,0,0,0
男,-1,5.0,01-01,185,1,237.77027049669775,10.421356237309507,0,0,0,0
男,-1,5.0,10-23,19,1,2528.8,25.8,0,0,0,0
女,-1,4.0,05-16,128,1,6986.0,18.0,0,0,0,0
男,-1,5.0,04-27,23,0,996.8,2.6,0,0,0,0
男,-1,5.0,06-28,124,1,243.0,2.0,1,0,0,0
保密,-1,2.0,01-01,0,0,14363.8,615.8,0,0,0,0
女,-1,5.0,01-01,135,0,186.0,4.0,0,0,0,0
保密,-1,5.0,01-01,69,2,2364.0,12.666666666666666,0,0,0,0
保密,-1,5.0,01-01,156,8,9737.0,5.5,0,0,0,0
保密,-1,5.0,01-01,220,0,2958.6583937811856,8.194228113396504,0,0,0,0
保密,-1,5.0,01-01,216,2,1163.3333333333333,11.222222222222221,0,0,0,0
保密,-1,5.0,01-01,3,2,2792.25,34.0,0,0,0,0
男,-1,5.0,11-01,16,0,639.8,4.6,0,0,0,0
男,-1,4.0,08-24,109,3,2086.0,7.0,0,0,0,0
男,-1,5.0,07-25,483,4,7579.9250162059625,3.5725898392086832,0,0,0,0
保密,-1,5.0,05-30,78,1,3993.0,7.0,0,0,0,0
保密,-1,3.0,12-22,1,0,6588.0,2.3333333333333335,0,0,0,0
保密,-1,2.0,02-03,118,0,734.5,18.0,0,0,0,0
女,-1,5.0,12-01,41,0,5658.0,21.0,0,0,0,0
保密,-1,5.0,01-22,351,12,45242.0,43.0,0,0,0,0
女,-1,5.0,01-01,734,6,4988.65659691179,3.56719435846034,0,0,0,0
女,-1,4.0,01-14,30,0,1391.0,2.5,0,0,0,0
保密,-1,5.0,01-01,30,0,1391.0,2.5,0,0,0,0
保密,-1,5.0,01-01,174,1,18.0,1.0,0,0,0,0
男,-1,5.0,10-08,99,0,273.6,1.6,0,0,0,0
保密,-1,4.0,01-01,9,0,731.6666666666666,3.6666666666666665,0,0,0,0
女,-1,4.0,01-01,37,0,905.0,17.5,0,0,0,0
保密,-1,5.0,09-19,70,1,678.75,49.75,0,0,0,0
保密,-1,5.0,05-12,95,4,1091.5,6.5,0,0,0,0
保密,-1,6.0,12-24,515,6,2094.6779056009805,5.877038626219063,1,0,0,0
保密,-1,5.0,01-01,194,1,6099.0,6.0,0,0,0,0
保密,-1,4.0,01-01,10,0,1660.5,77.75,0,0,0,0
保密,-1,5.0,01-01,198,2,5851.662102856926,7.565608390078297,0,0,0,0
保密,-1,5.0,01-01,11,0,568.0,7.8,0,0,0,0
女,-1,5.0,04-24,259,1,955.8181782276988,7.957456121042594,0,0,0,0
女,-1,6.0,11-29,287,17,13385.23200197359,20.59837156984555,0,0,0,0
保密,-1,5.0,02-03,66,0,569.0,1.0,0,0,0,0
保密,-1,5.0,04-28,221,3,3899.736197589588,24.650457469952215,0,0,0,0
保密,-1,6.0,01-01,101,3,1768.5,11.5,0,0,0,0
男,-1,4.0,10-31,46,0,332.5,3.0,0,0,0,0
男,-1,5.0,05-14,100,11,6141.310668592123,29.078545607972224,0,0,0,0
女,-1,5.0,01-01,46,0,332.5,3.0,0,0,0,0
保密,-1,6.0,01-01,379,29,26986.564767467127,43.848736196509854,0,0,0,0
男,-1,6.0,01-01,98,1,493.6666666666667,5.0,0,0,0,0
男,-1,5.0,06-06,165,5,3394.0,1.0,0,0,0,0
保密,-1,5.0,08-19,3,0,546.6666666666666,3.0,1,0,0,0
保密,-1,5.0,01-01,660,2,2586.849788135957,9.494006359849266,0,0,0,0
男,-1,5.0,05-24,283,5,93.0,1.0,0,0,0,0
男,-1,4.0,09-13,31,0,689.0,6.666666666666667,0,0,0,0
保密,-1,5.0,01-01,17,0,586.75,14.25,0,0,0,0
女,-1,5.0,09-18,55,2,281.0,12.0,1,0,0,0
保密,-1,4.0,08-27,52,2,367.0,21.0,0,0,0,0
男,-1,5.0,01-01,76,1,4102.0,2.4,0,0,0,0
保密,-1,5.0,06-02,144,5,4512.991100405181,11.0,0,1,0,0
女,-1,5.0,01-01,108,5,4485.023659491435,32.31737188362944,0,0,0,0
男,-1,5.0,07-04,133,1,213.5,7.5,0,0,0,0
保密,-1,5.0,01-01,72,1,1589.5,2.5,0,0,0,0
男,-1,4.0,01-01,13,0,350.5,2.5,0,0,0,0
男,-1,5.0,02-09,140,0,850.1043302079958,11.211417766862324,0,0,0,0
保密,-1,5.0,01-01,66,1,2441.0,5.0,0,0,0,0
保密,-1,2.0,01-01,0,0,14363.8,615.8,0,0,0,0
女,-1,4.0,06-01,27,0,556.0,7.666666666666667,0,0,0,0
男,-1,5.0,10-21,13,15,14379.281389882426,36.51943413847444,0,0,0,0
保密,-1,5.0,12-26,3,1,1793.0,6.25,0,0,0,0
保密,-1,5.0,01-01,157,0,1279.6920268842696,6.1355434365855706,0,0,0,0
女,-1,5.0,01-01,20,0,2002.3333333333333,7.333333333333333,0,0,0,0
保密,-1,5.0,03-25,21,1,1186.6666666666667,1.3333333333333333,0,0,0,0
保密,-1,4.0,01-01,25,1,1481.4,12.8,0,0,0,0
保密,-1,4.0,07-29,23,2,4703.0,5.5,0,0,0,0
保密,-1,5.0,01-01,33,2,900.0,1.0,0,0,0,0
保密,-1,3.0,01-01,13,0,350.5,2.5,0,0,0,0
男,-1,6.0,07-07,9,2,1935.0,7.666666666666667,0,0,0,0
男,-1,6.0,07-02,140,0,850.1043302079958,11.211417766862324,0,0,0,0
女,-1,5.0,01-01,42,1,2633.3333333333335,6.0,0,0,0,0
男,-1,5.0,08-10,4,0,1179.0,1.0,0,0,0,0
男,-1,4.0,09-24,7,0,318.6666666666667,4.0,0,0,0,0
保密,-1,5.0,01-01,14,1,3469.0,9.25,0,0,0,0
保密,-1,5.0,12-30,225,3,994.8790722753135,5.1876726427121085,1,0,0,0
女,-1,5.0,05-25,110,1,99.5,2.5,0,0,0,0
保密,-1,5.0,01-21,57,0,6232.333333333333,3.3333333333333335,0,0,0,0
保密,-1,5.0,01-01,203,3,1091.0,1.0,1,0,0,0
男,-1,5.0,11-09,110,1,99.5,2.5,0,0,0,0
保密,-1,5.0,09-08,89,1,175.0,2.0,0,0,0,0
保密,-1,5.0,01-01,6,0,2375.25,34.0,0,0,0,0
男,-1,5.0,07-07,203,0,3145.0,12.0,0,0,0,0
女,-1,5.0,05-19,155,2,399.0,11.0,0,0,0,0
保密,-1,3.0,01-01,13,1,1287.0,1.0,0,0,0,0
保密,-1,5.0,12-13,20,1,926.0,4.666666666666667,0,0,0,0
男,-1,5.0,01-01,46,0,332.5,3.0,0,0,0,0
女,-1,5.0,02-04,21,1,1186.6666666666667,1.3333333333333333,0,0,0,0
保密,-1,5.0,01-01,96,0,76.0,3.0,0,0,0,0
男,-1,6.0,04-27,272,2,577.0,7.0,0,0,0,0
保密,-1,5.0,12-06,219,2,1764.0,4.0,0,0,0,0
保密,-1,5.0,02-16,315,1,1280.6811014080542,6.509043553061451,0,0,0,0
保密,-1,5.0,01-01,12,1,2343.25,1.75,0,0,0,0
保密,-1,5.0,01-01,111,0,991.5754494002391,5.740115370177612,0,0,0,0
男,-1,5.0,08-02,47,1,600.3333333333334,2.3333333333333335,0,0,0,0
保密,-1,5.0,01-12,27,2,1575.0,7.333333333333333,0,0,0,0
保密,-1,5.0,03-14,140,0,850.1043302079958,11.211417766862324,0,0,0,0
保密,-1,5.0,12-15,81,1,16.0,1.0,0,0,0,0
保密,-1,5.0,12-16,12,1,2343.25,1.75,0,0,0,0
保密,-1,6.0,01-28,317,0,996.7833030008999,8.195710401120891,1,0,0,0
保密,-1,6.0,06-04,91,2,9712.0,1.0,0,0,0,0
保密,-1,5.0,07-06,357,1,1038.1269642111977,10.037046013563282,0,0,0,0
女,-1,3.0,02-14,13,0,350.5,2.5,0,0,0,0
保密,-1,6.0,01-01,83,1,637.0,1.0,0,0,0,0
男,-1,5.0,06-17,48,2,2294.5,7.5,0,0,0,0
保密,-1,5.0,01-01,21,19,7810.5265710346,19.786796564403573,0,0,0,0
保密,-1,5.0,05-08,11,1,1679.8,9.4,0,0,0,0
保密,-1,5.0,01-01,115,6,659.0,13.0,0,0,0,0
保密,-1,5.0,01-01,10,0,1660.5,77.75,0,0,0,0
男,-1,5.0,12-05,22,2,1562.6,3.0,0,0,0,0
保密,-1,5.0,01-06,16,1,1944.4,4.0,0,0,0,0
保密,-1,4.0,01-01,73,5,9418.333333333334,7.666666666666667,0,0,0,0
保密,-1,5.0,01-01,37,0,905.0,17.5,0,0,0,0
保密,-1,5.0,06-24,145,3,1974.5,2.5,0,0,0,0
保密,-1,5.0,01-01,7,0,318.6666666666667,4.0,0,0,0,0
保密,-1,6.0,05-24,510,2,735.4071972313881,12.469374818579402,3,0,0,0
男,-1,5.0,01-01,27,0,556.0,7.666666666666667,0,0,0,0
保密,-1,5.0,01-01,5,0,2609.0,5.5,0,0,0,0
男,-1,5.0,08-18,34,0,1542.5,1.5,0,0,0,0
保密,-1,5.0,01-01,157,1,272.0,10.0,0,0,0,0
保密,-1,6.0,01-01,277,2,1746.824863984725,6.107458104880553,0,0,0,0
保密,-1,5.0,05-09,25,7,2457.0,6.333333333333333,0,0,0,0
保密,-1,5.0,01-01,44,0,375.4,2.8,2,0,0,0
保密,-1,4.0,07-27,60,1,82.0,2.0,0,0,0,0
保密,-1,5.0,01-01,53,1,29.0,4.0,0,0,0,0
保密,-1,5.0,09-10,75,1,6262.333333333333,2.6666666666666665,0,0,0,0
保密,-1,3.0,01-01,39,0,172.0,1.0,0,0,0,0
保密,-1,5.0,01-01,16,0,639.8,4.6,0,0,0,0
保密,-1,3.0,01-01,4,0,1179.0,1.0,0,0,0,0
保密,-1,5.0,01-01,94,3,2490.3333333333335,4.0,0,0,0,0
保密,-1,1.0,01-01,1,0,6588.0,2.3333333333333335,0,0,0,0
保密,-1,2.0,01-01,0,0,14363.8,615.8,0,0,0,0
保密,-1,6.0,08-25,375,12,1373.0,36.0,0,0,0,0
男,-1,6.0,02-01,33,2,900.0,1.0,0,0,0,0
保密,-1,5.0,01-01,53,2,697.5,11.5,0,0,0,0
保密,-1,3.0,07-01,1,0,6588.0,2.3333333333333335,0,0,0,0
男,-1,5.0,09-20,254,0,1997.6008366865644,12.415650998744004,0,0,0,0
男,-1,6.0,08-05,77,2,715.5,11.5,1,0,0,0
保密,-1,5.0,01-01,4,0,1179.0,1.0,0,0,0,0
保密,-1,5.0,12-21,218,0,3749.3137590179394,3.5941984124803388,0,0,0,0
保密,-1,5.0,01-01,169,0,163.0505876528645,3.812327357287892,0,0,0,0
男,-1,5.0,02-14,11,0,568.0,7.8,0,0,0,0
保密,-1,5.0,01-01,42,0,934.0,3.3333333333333335,0,0,0,0
男,-1,5.0,11-22,214,4,2716.14989851469,5.68629150101524,0,0,0,0
保密,-1,5.0,01-01,224,8,1807.561844263071,12.02577386687817,0,0,0,0
保密,-1,6.0,01-01,3,0,546.6666666666666,3.0,0,0,0,0
保密,-1,5.0,01-01,11,0,568.0,7.8,0,0,0,0
男,-1,6.0,01-01,121,6,3174.188179029313,34.379595502601525,0,0,0,0
男,-1,5.0,04-26,8,0,1124.5,2.0,0,0,0,0
保密,-1,5.0,11-11,210,5,1866.0,8.0,0,0,0,0
保密,-1,5.0,07-15,67,1,864.5,3.75,0,0,0,0
保密,-1,5.0,06-11,142,1,593.0,2.5,0,1,0,0
