sex,types,level,birthday,following,fans,view,likes,album,article,video,audio
保密,-1,2.0,10-08,1,32,322.0,37.0,0,0,1,0
男,-1,5.0,01-01,44,14,7432.0,5.0,0,0,1,0
男,-1,5.0,01-01,85,18,27442.0,4.0,0,0,3,0
女,-1,5.0,02-02,79,1227,1193.0,45.0,2,0,0,0
男,-1,5.0,01-01,0,30,17524.0,90.0,0,0,3,0
男,-1,5.0,08-24,82,10,4413.0,4.0,0,0,2,0
保密,-1,6.0,10-01,103,30,19673.0,25.0,0,0,1,0
保密,-1,5.0,11-08,851,458,27624.0,1145.0,44,0,58,0
男,-1,5.0,12-31,1629,2746,13697.0,7727.0,5,0,13,0
男,-1,5.0,01-01,44,27,12391.0,12.0,0,0,0,0
男,-1,6.0,07-26,12,49564,28295463.0,161858.0,72,0,3435,5
保密,-1,6.0,01-01,20,26754,12624880.0,45784.0,25,1,207,0
保密,-1,5.0,09-05,331,14,198.0,18.0,1,0,4,0
女,-1,5.0,04-08,113,333,254773.0,2250.0,9,1,95,0
男,-1,6.0,05-14,49,19579,4468127.0,30884.0,1,0,30,0
保密,-1,2.0,01-11,5,42,12151.0,463.0,0,0,50,0
保密,-1,5.0,05-12,44,25,10205.0,3.0,0,0,1,0
男,-1,5.0,01-01,499,223,26257.0,288.0,1,1,56,0
男,-1,6.0,05-06,158,10,10742.0,57.0,1,0,4,0
男,-1,5.0,10-24,74,12,1111.0,8.0,3,0,3,0
保密,-1,5.0,01-01,49,12,35.0,5.0,0,0,1,0
保密,-1,3.0,01-01,38,19,325.0,6.0,0,0,4,0
女,1,6.0,01-01,89,28202,743319.0,204970.0,311,3,159,128
男,-1,5.0,11-14,175,99,42948.0,210.0,1,0,60,0
男,-1,5.0,08-12,93,138,67966.0,2218.0,0,0,2,0
保密,-1,5.0,01-01,8,21,13300.0,3.0,0,0,0,0
男,-1,5.0,01-01,209,581,841235.0,1666.0,0,0,13,0
男,-1,6.0,04-16,3,1239,2306.0,14357.0,2,0,0,0
女,-1,3.0,06-16,11,6,2984.0,6.0,1,0,1,0
男,-1,5.0,01-01,149,7,522.0,4.0,0,0,0,0
保密,-1,6.0,06-19,75,63,250176.0,33.0,0,0,11,0
保密,-1,6.0,01-01,86,70,135910.0,1150.0,2,0,34,0
男,-1,5.0,01-01,2000,189,475.0,29.0,0,0,3,0
保密,-1,6.0,06-01,17,3,5.0,1.0,0,0,1,0
男,-1,5.0,01-04,104,161,45154.0,152.0,11,0,29,0
男,-1,5.0,01-01,1,2,26619.0,6.0,0,0,3,0
保密,-1,4.0,01-01,34,23,473.0,27.0,0,0,1,0
男,-1,5.0,05-01,80,308,165174.0,1551.0,0,4,66,0
男,-1,5.0,01-01,1,157,178878.0,592.0,0,0,11,0
男,-1,6.0,01-01,222,27,694.0,5.0,1,0,1,0
男,-1,5.0,01-01,6,45,5750.0,7.0,0,0,1,0
女,-1,5.0,05-24,30,225,143854.0,9.0,0,0,1,0
男,-1,5.0,01-01,266,700,454911.0,65.0,0,0,2,0
男,-1,5.0,01-18,153,552,108656.0,1869.0,2,0,12,0
男,-1,5.0,12-10,97,39,173.0,40.0,15,0,1,0
保密,-1,6.0,09-23,253,17,33.0,2.0,0,0,0,0
女,-1,6.0,09-13,134,82,2004.0,256.0,34,0,24,0
男,-1,5.0,09-15,263,91,128626.0,103.0,0,0,9,0
保密,-1,3.0,06-23,103,6,181.0,10.0,2,0,3,0
男,-1,6.0,10-09,17,62402,29175709.0,260722.0,20,0,1663,0
女,-1,5.0,10-29,47,8,14504.0,6.0,0,0,3,0
男,-1,5.0,07-07,30,269,266016.0,936.0,0,0,55,0
男,-1,6.0,09-30,557,165,394.0,79.0,10,0,2,0
男,-1,6.0,01-15,919,22,16607.0,43.0,0,0,1,0
男,-1,5.0,06-16,79,6,27.0,2.0,0,0,1,0
男,-1,4.0,06-09,43,39,82539.0,77.0,0,0,6,0
保密,-1,5.0,03-21,64,18,470.0,11.0,2,0,2,0
男,-1,5.0,04-04,33,0,103.0,6.0,0,0,1,0
保密,-1,5.0,02-03,280,150,5732.0,111.0,0,0,0,0
女,-1,6.0,10-28,122,298,629337.0,551.0,0,0,77,0
女,-1,4.0,03-02,23,3322,51649.0,17936.0,42,0,5,0
女,-1,6.0,08-23,84,20,6547.0,345.0,1,0,3,0
男,-1,5.0,12-25,10,271,551190.0,275.0,0,0,12,0
男,-1,5.0,01-01,5,2062,4547.0,224.0,0,0,1,0
男,-1,6.0,06-27,100,9613,3198748.0,108452.0,2,0,72,0
女,-1,5.0,05-25,53,2332,327248.0,1887.0,0,0,94,0
男,-1,6.0,01-01,291,2039,10067809.0,2480.0,4,0,34,0
男,-1,5.0,01-01,26,6,13890.0,8.0,0,0,1,0
保密,-1,5.0,01-01,56,294,1523.0,623.0,17,0,10,0
男,-1,5.0,07-31,203,297,119074.0,2637.0,12,1,1172,0
男,-1,6.0,12-28,939,16231,383667.0,33847.0,83,2,39,0
女,-1,5.0,06-04,157,29,992.0,158.0,88,2,11,0
保密,-1,5.0,01-01,206,62,22438.0,131.0,2,0,11,0
男,-1,6.0,01-01,187,76,7743.0,27.0,0,0,2,0
男,-1,6.0,01-01,456,229,603.0,1064.0,28,1,2,0
男,-1,4.0,01-01,0,161,281405.0,35.0,0,0,1,0
女,-1,5.0,01-01,8,9,5515.0,14.0,0,0,1,0
保密,-1,3.0,06-01,4,1,7350.0,593.0,0,0,40,0
男,-1,5.0,01-20,57,152,100871.0,348.0,2,0,8,0
男,-1,5.0,01-01,0,4,885.0,30.0,0,0,2,0
男,-1,3.0,02-03,7,2,238.0,8.0,0,0,1,0
保密,-1,2.0,04-01,3,3,1341.0,8.0,0,0,1,0
男,-1,5.0,12-02,59,20,9455.0,38.0,13,0,9,0
保密,-1,4.0,01-01,70,11,1572.0,24.0,1,0,9,0
男,-1,6.0,05-15,273,15,320.0,9.0,0,0,1,0
女,-1,5.0,01-01,86,214,464320.0,419.0,0,0,13,0
男,-1,5.0,01-10,173,23,32474.0,70.0,2,0,13,0
保密,-1,5.0,01-01,27,14,18.0,7.0,0,0,1,0
男,-1,5.0,03-16,230,6,1760.0,1.0,1,0,14,0
男,-1,5.0,01-01,22,7,4160.0,35.0,0,0,50,0
保密,-1,6.0,01-02,178,5,3288.0,58.0,0,0,3,0
保密,-1,5.0,01-01,3,40,391.0,16.0,0,0,0,0
男,-1,5.0,01-01,84,7,1500.0,56.0,0,0,3,0
男,-1,6.0,01-01,126,9,7.0,1.0,0,0,0,0
男,-1,3.0,10-09,5,65,13473.0,915.0,1,0,44,0
保密,-1,6.0,08-02,803,249,135678.0,181.0,3,0,31,0
男,-1,6.0,12-05,268,3626,496359.0,15431.0,4,12,59,0
男,-1,5.0,12-06,47,191,77263.0,153.0,0,0,2,0
保密,-1,6.0,01-01,49,28,90526.0,27.0,0,0,13,0
保密,-1,3.0,10-20,3,26,311.0,88.0,0,1,0,0
保密,-1,5.0,01-01,271,130,103533.0,967.0,5,16,78,0
男,-1,6.0,05-07,280,1346,1158644.0,2358.0,12,0,95,0
女,-1,5.0,01-01,357,13,1480.0,1.0,0,0,3,0
保密,-1,5.0,01-01,193,2700,423236.0,1610.0,3,0,23,0
男,-1,5.0,02-09,257,212,9289.0,309.0,3,0,14,3
保密,-1,2.0,02-24,1,6,214.0,5.0,0,0,2,0
保密,-1,6.0,09-26,351,444,159302.0,1327.0,2,0,20,0
女,1,6.0,06-14,39,73614,2825856.0,91513.0,19,0,95,110
女,-1,5.0,01-01,28,853,721283.0,6127.0,0,0,23,0
男,-1,6.0,09-01,211,12,2025.0,44.0,6,2,6,0
男,-1,4.0,09-19,12,16,8368.0,13.0,0,0,2,0
保密,-1,5.0,09-22,258,17,343.0,15.0,3,0,2,0
女,-1,5.0,01-01,286,27817,472939.0,13855.0,289,0,20,0
保密,-1,6.0,07-01,335,28,40062.0,42.0,3,0,13,0
男,0,6.0,03-14,451,10585,839532.0,12156.0,253,1,141,4
男,0,6.0,10-25,118,1532786,291496996.0,6943358.0,84,7,854,0
男,-1,6.0,01-01,90,2147,3490846.0,15419.0,2,0,59,0
男,0,6.0,07-06,38,6407,3616263.0,24531.0,0,0,57,0
保密,-1,6.0,05-08,282,24,4240.0,108.0,0,0,1,0
男,-1,5.0,07-23,28,3,237.0,7.0,0,0,1,0
男,-1,5.0,01-01,19,789,3296383.0,2792.0,0,0,116,0
保密,-1,5.0,01-01,21,32,39228.0,39.0,0,0,9,0
男,-1,5.0,09-06,98,13,1111.0,1.0,0,0,1,0
男,-1,5.0,06-25,111,6,52.0,6.0,0,0,1,0
女,-1,5.0,02-22,44,8755,1363447.0,6759.0,10,0,37,0
保密,-1,5.0,09-26,11,65,164949.0,157.0,2,0,9,0
男,-1,3.0,01-01,22,89,28956.0,404.0,0,0,9,0
男,-1,5.0,02-03,242,29,4887.0,100.0,1,0,80,0
保密,-1,5.0,12-12,98,69,1871.0,8.0,1,0,0,0
保密,-1,5.0,01-01,150,34,11639.0,11.0,1,0,3,0
保密,-1,5.0,10-03,259,29477,70455.0,13916.0,13,2,4,0
男,-1,5.0,10-27,561,21,52.0,1.0,0,0,1,0
男,-1,5.0,09-26,59,836,129023.0,842.0,6,0,11,12
女,-1,5.0,01-01,89,6,6906.0,2.0,0,0,1,0
男,-1,5.0,05-13,97,5,5634.0,11.0,5,0,6,0
男,-1,5.0,01-01,106,3,96.0,3.0,0,0,4,0
女,-1,6.0,12-08,8,3311,1855535.0,5259.0,0,0,300,0
男,-1,6.0,01-22,494,172,49372.0,306.0,0,0,28,0
保密,-1,4.0,10-17,132,19,19953.0,139.0,1,0,6,0
男,-1,6.0,01-01,46,25,13959.0,249.0,1,0,16,0
保密,0,6.0,10-01,222,1829473,140475713.0,3757863.0,6,0,49,13
女,-1,5.0,05-28,8,216,18534.0,53.0,2,0,2,0
保密,-1,5.0,01-01,249,252,54106.0,259.0,3,5,28,0
保密,-1,5.0,01-01,625,2,2674.0,2.0,0,0,2,0
保密,-1,5.0,07-07,48,513,100354.0,79.0,0,0,97,0
保密,-1,5.0,01-01,380,79,75446.0,1272.0,3,0,28,0
男,-1,5.0,09-07,54,10,3180.0,33.0,0,0,2,0
保密,-1,2.0,06-11,4,15,2639.0,5.0,1,0,0,0
保密,-1,3.0,06-25,21,36,672.0,93.0,0,0,1,0
男,-1,6.0,06-27,133,24,124.0,146.0,7,0,1,3
保密,-1,5.0,03-09,289,76,81977.0,530.0,0,0,45,0
男,-1,6.0,01-05,169,56975,3271753.0,94040.0,99,1,105,0
男,-1,5.0,08-09,205,123,217495.0,17.0,1,0,13,0
保密,-1,5.0,02-25,110,67,24792.0,181.0,14,0,22,0
男,-1,5.0,04-27,191,69,11554.0,8.0,4,0,2,0
保密,-1,5.0,12-13,185,28,33509.0,50.0,0,0,3,0
女,-1,6.0,01-01,402,167,86761.0,274.0,1,0,6,0
保密,-1,4.0,03-12,49,773,171941.0,14515.0,46,26,32,0
男,-1,6.0,01-01,147,468,138353.0,22.0,1,0,24,0
保密,-1,6.0,01-01,162,14,883.0,3.0,1,0,3,0
女,0,6.0,05-12,324,338819,5441465.0,881725.0,46,0,38,0
保密,-1,3.0,01-01,140,5,339.0,8.0,0,1,1,0
男,-1,5.0,01-01,92,5,228.0,49.0,0,0,2,0
女,-1,4.0,02-17,2,273,11130.0,217.0,2,0,1,0
保密,-1,2.0,01-01,139,43,23.0,161.0,1,0,0,0
男,-1,5.0,01-01,215,5716,407469.0,3807.0,5,13,14,0
保密,-1,6.0,11-03,300,82,62207.0,112.0,0,0,11,0
男,-1,6.0,02-28,137,58,48178.0,171.0,0,0,9,0
保密,-1,5.0,01-01,92,1134,1641167.0,946.0,0,0,91,0
保密,-1,5.0,01-01,131,99,90764.0,254.0,4,0,86,0
保密,-1,5.0,09-29,194,5,136.0,1.0,0,0,2,0
保密,-1,6.0,01-01,66,21471,291494.0,49158.0,77,0,29,0
男,-1,6.0,11-13,221,315,189528.0,76.0,0,0,0,0
保密,-1,4.0,12-28,50,3,158.0,6.0,0,0,1,0
保密,-1,5.0,06-01,42,1056,709261.0,891.0,2,0,14,0
男,-1,6.0,05-13,108,52516,1057595.0,34485.0,29,1,38,0
男,-1,6.0,09-07,111,2,23.0,1.0,0,0,1,0
男,-1,5.0,12-13,358,50,21857.0,19.0,2,0,13,0
保密,-1,4.0,01-04,15,120,5351.0,625.0,2,1,11,0
女,-1,6.0,10-01,200,31,1416.0,1.0,0,0,3,0
男,-1,5.0,01-15,89,52,50526.0,80.0,0,0,44,0
保密,-1,5.0,01-01,28,3,5382.0,14.0,7,0,14,0
女,-1,5.0,03-01,174,21,1329.0,34.0,1,0,10,0
男,-1,2.0,08-26,5,150,3019.0,128.0,0,0,7,0
保密,-1,5.0,09-02,148,115,247833.0,1131.0,1,0,19,0
保密,-1,6.0,02-02,200,98,54423.0,57.0,0,1,56,0
男,-1,5.0,01-01,45,24,1518.0,5.0,0,0,1,0
男,-1,5.0,06-29,69,191,293228.0,169.0,0,0,66,0
女,-1,5.0,01-01,41,274,7059.0,1963.0,3,0,3,0
保密,-1,5.0,01-01,159,2,66.0,1.0,0,0,1,0
男,-1,5.0,10-13,155,30,967.0,19.0,5,7,3,0
男,-1,5.0,12-07,236,106,222337.0,260.0,0,0,59,0
男,-1,5.0,08-29,205,51,2037.0,45.0,0,0,2,0
保密,-1,4.0,01-01,240,377,1252.0,2.0,0,0,11,0
男,-1,6.0,10-10,91,17942,1451873.0,8906.0,20,0,93,0
男,-1,5.0,12-27,158,21,2757.0,33.0,1,0,6,0
男,-1,3.0,09-01,16,312,278.0,5.0,0,0,3,0
保密,-1,4.0,01-01,63,6,7308.0,129.0,0,0,1,0
保密,-1,6.0,06-01,57,29433,16928517.0,285200.0,0,0,746,0
男,-1,6.0,01-01,214,37,157.0,6.0,3,0,1,0
保密,-1,6.0,01-01,416,754,168155.0,493.0,35,0,4,0
女,-1,5.0,01-01,69,207,54432.0,868.0,16,0,3,0
保密,-1,5.0,03-02,51,46,14763.0,284.0,0,0,4,0
男,-1,3.0,03-26,12,1,17.0,2.0,1,0,0,0
男,-1,6.0,07-19,729,21,1208.0,2.0,1,0,0,0
保密,-1,5.0,01-01,126,68,39379.0,27.0,0,0,52,0
男,-1,5.0,02-15,97,109,19377.0,189.0,1,0,6,0
女,-1,2.0,01-01,2,0,100.0,3.0,0,0,1,0
男,-1,5.0,08-19,256,6,8965.0,10.0,0,0,0,0
男,-1,5.0,01-01,66,7,6615.0,1.0,0,0,0,0
保密,-1,6.0,01-26,183,275,13268.0,3274.0,11,0,2,0
男,-1,5.0,01-01,320,9,37760.0,43.0,0,0,2,0
男,-1,5.0,10-22,234,30,11194.0,31.0,3,0,13,0
保密,-1,5.0,01-01,21,8,6458.0,50.0,0,0,5,0
保密,-1,5.0,03-04,127,173,66245.0,344.0,0,0,14,0
男,-1,5.0,01-01,157,1172,394784.0,858.0,5,1,35,0
保密,-1,4.0,01-01,20,11,2264.0,8.0,0,0,2,0
男,-1,6.0,08-22,148,32,55808.0,4.0,1,0,4,0
男,-1,4.0,03-13,4,3,3735.0,7.0,0,0,2,0
保密,-1,6.0,01-01,461,47,343.0,7.0,1,0,3,0
保密,-1,4.0,04-07,79,11,8800.0,295.0,0,0,0,0
男,-1,5.0,07-22,99,10,1308.0,9.0,0,0,9,0
保密,-1,6.0,01-01,791,9,1363.0,2.0,1,0,1,0
男,-1,6.0,05-20,131,7114,10657892.0,29495.0,0,3,784,0
保密,-1,5.0,08-16,22,17,15034.0,9.0,0,0,1,0
保密,-1,5.0,01-01,69,36,11821.0,18.0,0,0,8,0
男,-1,5.0,06-22,23,1987,371412.0,1171.0,0,1,27,0
男,-1,4.0,04-11,35,698,47261.0,2112.0,0,60,14,0
保密,-1,5.0,05-01,34,9,2868.0,73.0,0,1,1,0
男,-1,3.0,01-01,4,2,19552.0,1.0,0,0,1,0
男,-1,5.0,07-25,174,123,34833.0,6.0,1,0,20,0
保密,-1,4.0,01-01,39,3,191.0,2.0,0,0,1,0
保密,-1,2.0,01-01,3,39,7400.0,236.0,0,0,60,0
男,-1,5.0,07-11,88,9,1767.0,27.0,0,0,4,1
男,-1,6.0,05-31,110,228,214140.0,778.0,20,2,9,0
女,-1,5.0,12-25,88,175,38365.0,368.0,25,0,16,0
保密,-1,5.0,01-25,54,11597,451693.0,18134.0,43,1,45,0
男,-1,3.0,01-01,22,0,220.0,2.0,1,0,2,0
男,-1,5.0,11-11,96,4,12285.0,7.0,0,0,4,0
女,-1,5.0,01-01,17,73,154402.0,810.0,3,0,98,0
保密,-1,5.0,09-03,216,21,9295.0,26.0,0,0,4,0
保密,-1,5.0,01-01,7,141,102461.0,249.0,5,0,159,0
保密,-1,2.0,08-16,2,4,3712.0,133.0,0,0,2,0
男,-1,5.0,04-01,78,3,927.0,22.0,0,0,4,0
男,-1,6.0,06-08,103,960,117820.0,986.0,0,0,30,0
男,-1,5.0,10-25,219,15,3970.0,46.0,0,0,33,0
保密,-1,5.0,01-01,53,5467,185531.0,634.0,0,0,36,0
女,-1,5.0,03-10,56,185,3564.0,100.0,2,0,11,0
保密,-1,4.0,02-04,47,8,8290.0,280.0,0,0,3,0
女,-1,5.0,09-22,59,112,197266.0,113.0,0,0,8,0
男,-1,6.0,11-19,41,16516,1637991.0,14389.0,109,2,86,3
保密,-1,6.0,04-18,751,52,20873.0,29.0,0,0,1,0
保密,-1,5.0,01-01,65,7,6630.0,6.0,0,0,6,0
男,-1,6.0,10-06,553,83,6166.0,100.0,0,0,3,0
男,-1,6.0,09-22,174,27,10408.0,57.0,0,0,1,0
男,-1,4.0,04-17,12,9,1154.0,44.0,2,0,9,0
保密,-1,5.0,01-01,177,5,918.0,30.0,0,0,24,0
女,-1,5.0,01-01,16,1846,774478.0,7491.0,0,0,20,0
女,-1,5.0,01-01,135,769,329552.0,1192.0,0,0,59,0
男,-1,5.0,12-29,373,6,1881.0,1.0,1,0,0,0
女,-1,4.0,10-30,2,3291,294313.0,6827.0,1,0,353,0
男,-1,5.0,09-04,68,57,28122.0,486.0,0,0,29,0
保密,-1,5.0,01-01,160,10,6870.0,29.0,2,0,6,0
男,-1,6.0,02-18,36,2734,638187.0,7274.0,0,0,115,0
男,-1,5.0,09-29,59,24,25963.0,1.0,0,0,12,0
男,-1,5.0,10-25,104,7,6092.0,4.0,0,0,1,0
男,-1,3.0,04-19,6,68,42759.0,91.0,0,0,4,0
保密,-1,4.0,11-11,178,139,2369.0,200.0,0,0,21,3
男,-1,5.0,01-01,91,4,516.0,5.0,1,0,1,0
保密,-1,5.0,01-01,28,106,62376.0,423.0,0,0,4,0
男,-1,4.0,01-01,27,9,1850.0,33.0,0,0,12,0
男,-1,6.0,12-23,185,29,191.0,12.0,13,0,3,0
男,-1,5.0,02-16,55,171,156578.0,174.0,0,0,5,0
女,-1,5.0,01-01,26,4054,351209.0,7592.0,1,0,0,0
保密,-1,4.0,09-14,7,2,2460.0,8.0,0,0,2,0
保密,-1,5.0,01-01,71,8,4390.0,4.0,0,0,1,0
女,-1,5.0,01-01,42,6429,3782.0,17.0,0,0,1,0
保密,-1,5.0,12-06,36,9,491.0,18.0,2,0,2,0
保密,-1,5.0,01-01,206,108,1244.0,27.0,2,0,10,0
保密,-1,5.0,01-01,165,84,41770.0,160.0,2,0,7,0
保密,-1,5.0,01-01,2,115,385225.0,51.0,0,0,2,0
男,-1,5.0,01-01,17,2026,166383.0,3991.0,5,0,16,7
男,-1,5.0,10-08,125,13,6139.0,11.0,1,0,1,0
男,-1,5.0,02-26,140,5,342.0,4.0,0,0,3,0
女,-1,5.0,08-30,136,5,2574.0,37.0,0,0,4,0
保密,-1,5.0,06-15,191,59,47717.0,201.0,3,0,4,0
保密,-1,6.0,10-10,329,133,44081.0,958.0,0,3,2,0
男,-1,5.0,10-06,236,631,73225.0,1188.0,0,0,4,0
保密,-1,6.0,11-23,264,258,5007.0,21.0,12,0,1,0
男,-1,5.0,01-01,39,13,4894.0,14.0,1,0,6,0
女,0,6.0,05-15,20,2113343,103437892.0,6556636.0,43,0,187,49
保密,-1,5.0,07-26,30,6,844.0,9.0,0,0,2,0
男,-1,4.0,02-19,45,16,29356.0,7.0,0,0,12,0
男,-1,5.0,01-01,8,6804,611651.0,5620.0,0,0,13,0
男,0,6.0,12-24,534,208123,22597899.0,769985.0,39,0,36,0
保密,-1,5.0,01-01,31,28,343.0,11.0,3,2,5,0
男,-1,6.0,10-15,90,577,323079.0,477.0,0,0,22,0
女,-1,5.0,08-19,129,401,4212.0,164.0,0,0,13,3
女,-1,5.0,10-17,85,4,234.0,11.0,0,0,1,0
男,-1,6.0,01-01,29,166,113591.0,181.0,0,0,30,0
女,-1,4.0,01-01,19,104,4002.0,34.0,0,0,1,0
保密,-1,5.0,01-01,40,20,269.0,2.0,0,0,2,0
男,-1,6.0,02-12,36,32,1876.0,18.0,0,0,6,0
女,-1,5.0,07-08,197,5,1733.0,1.0,3,0,1,0
男,-1,5.0,11-14,119,68,28832.0,21.0,0,0,25,0
保密,-1,5.0,01-01,89,440,910911.0,2622.0,0,0,209,0
保密,-1,3.0,01-13,59,4,117.0,20.0,0,0,1,0
男,-1,5.0,08-25,346,11,182.0,11.0,1,0,4,0
保密,-1,5.0,01-01,41,4,999.0,2.0,0,0,1,0
女,-1,5.0,07-14,243,92,1711.0,678.0,31,0,3,0
保密,-1,6.0,02-01,16,194,520507.0,261.0,0,0,6,0
保密,-1,6.0,03-09,674,50,24619.0,70.0,7,0,22,0
保密,-1,5.0,02-25,123,829,83721.0,2325.0,23,0,20,0
男,-1,5.0,10-01,31,47,27708.0,225.0,2,0,20,0
男,-1,5.0,01-01,36,12,171.0,11.0,0,0,1,0
保密,-1,5.0,01-01,41,1,10515.0,5.0,0,0,1,0
保密,-1,5.0,01-01,249,290,27714.0,137.0,3,0,7,0
保密,-1,5.0,12-10,241,5,10081.0,11.0,0,0,1,0
男,-1,5.0,07-29,106,23,5669.0,65.0,0,0,6,0
保密,-1,4.0,01-01,0,15,1704.0,82.0,7,0,0,0
保密,-1,5.0,10-02,165,23,2702.0,10.0,0,0,15,0
女,-1,2.0,01-01,0,2,5529.0,19.0,0,0,1,0
男,-1,5.0,06-27,88,5,829.0,1.0,0,0,2,0
男,-1,6.0,07-16,209,2124,370122.0,6998.0,11,0,129,0
女,-1,5.0,04-16,24,26,2813.0,1.0,0,0,1,0
男,-1,5.0,01-01,30,110,33025.0,1122.0,0,0,9,0
男,-1,4.0,08-21,48,8,2354.0,10.0,0,0,2,0
男,-1,5.0,08-12,0,12763,619541.0,22227.0,9,1,55,0
男,-1,6.0,12-27,30,900,596610.0,13264.0,14,0,82,0
男,-1,5.0,01-01,90,8,17259.0,1.0,0,0,1,0
男,-1,5.0,11-01,23,376,162491.0,2367.0,0,3,12,0
女,-1,5.0,03-02,42,2187,551044.0,960.0,6,0,30,0
保密,-1,5.0,01-01,7,39,81065.0,895.0,0,0,3,0
保密,-1,5.0,04-10,165,12,18038.0,16.0,0,0,1,0
男,-1,5.0,08-22,38,8214,174018.0,6209.0,5,5,109,7
男,0,6.0,01-01,227,156423,9479597.0,255450.0,41,0,98,0
女,-1,5.0,01-01,89,37,7040.0,111.0,1,0,10,0
保密,-1,4.0,09-18,3,2,4671.0,18.0,0,0,2,0
保密,-1,6.0,03-07,144,236,119788.0,377.0,1,0,21,0
男,-1,5.0,01-01,18,11,652.0,1.0,0,0,2,0
男,-1,5.0,01-01,45,697,282248.0,2873.0,0,0,13,0
男,-1,5.0,08-13,26,1101,23881.0,728.0,0,0,1,0
保密,-1,5.0,01-01,15,93,23931.0,41.0,0,0,2,0
女,-1,5.0,04-10,1,994,58038.0,1.0,0,0,0,0
保密,-1,5.0,01-01,45,11,3179.0,7.0,0,0,2,0
保密,-1,5.0,01-01,92,2372,150675.0,520.0,0,0,15,0
男,-1,5.0,10-11,46,16,42830.0,135.0,0,0,12,0
男,0,6.0,06-17,91,147850,6521700.0,1795139.0,262,43,89,0
男,-1,2.0,01-01,2,4872,31060.0,16177.0,6,2,1,0
女,-1,6.0,03-22,56,1875,662129.0,57376.0,46,0,11,0
男,-1,5.0,10-22,42,304,144603.0,1725.0,0,0,42,0
男,-1,5.0,06-02,28,24,11435.0,2.0,0,0,2,0
男,-1,6.0,10-27,718,143,10014.0,213.0,6,1,30,0
男,-1,5.0,01-01,16,42,121682.0,179.0,0,0,1,0
男,-1,5.0,08-20,195,18,139.0,10.0,1,0,0,0
男,-1,5.0,03-24,140,2,3957.0,3.0,0,0,1,0
保密,-1,4.0,01-01,28,43,23069.0,66.0,2,0,3,0
保密,-1,5.0,01-01,72,63,70177.0,58.0,0,0,15,0
女,-1,5.0,01-01,108,1137,948481.0,566.0,1,0,29,0
保密,-1,5.0,01-01,72,0,167.0,3.0,1,0,1,0
男,-1,5.0,01-01,3,40,9103.0,114.0,3,1,13,4
女,-1,5.0,07-08,113,10,1995.0,3.0,0,0,1,0
男,-1,6.0,05-24,344,88974,9452255.0,454495.0,52,0,193,0
男,-1,5.0,11-01,57,242,37578.0,653.0,1,0,57,0
保密,-1,5.0,01-01,38,4,2656.0,21.0,0,0,0,0
男,-1,5.0,01-01,206,113,310285.0,76.0,1,0,81,0
男,-1,5.0,01-01,31,21,3806.0,19.0,0,0,3,0
男,-1,5.0,06-15,991,287,786955.0,6816.0,0,0,70,0
保密,-1,5.0,01-01,142,39,7158.0,7.0,0,0,4,0
保密,-1,5.0,04-13,5,242,297416.0,289.0,0,0,39,0
女,-1,5.0,02-04,72,723,512970.0,1008.0,0,0,31,0
男,-1,5.0,09-04,55,71,72155.0,1.0,0,0,1,0
男,-1,4.0,01-01,31,32,81963.0,85.0,0,0,26,0
女,-1,6.0,01-09,180,585,811320.0,386.0,0,0,8,0
男,-1,5.0,04-26,48,6,4245.0,12.0,0,0,1,0
保密,-1,6.0,01-01,46,274,706827.0,20254.0,0,0,8,0
女,-1,3.0,08-31,3,2,3428.0,110.0,0,0,1,0
男,-1,5.0,01-01,45,29,20741.0,80.0,0,0,24,0
女,-1,5.0,01-01,151,1417,122452.0,10519.0,26,0,50,0
男,-1,6.0,09-12,1309,11960,2855587.0,114965.0,78,4,858,0
男,-1,6.0,12-05,119,107,274043.0,516.0,1,0,5,1
男,-1,5.0,01-01,54,0,1097.0,4.0,0,0,1,0
女,-1,6.0,05-29,541,25599,2780322.0,13465.0,33,1,68,0
保密,-1,5.0,01-17,41,1428,1286824.0,2129.0,0,0,52,21
男,0,6.0,06-05,229,118694,19085230.0,510110.0,137,3,790,0
保密,-1,5.0,01-01,60,5,4233.0,3.0,1,0,1,0
男,-1,5.0,06-04,34,5,1376.0,1.0,0,0,1,0
男,-1,5.0,01-24,133,2,287.0,8.0,0,0,2,0
男,-1,5.0,02-01,27,33,6952.0,107.0,1,0,8,0
男,-1,6.0,04-04,17,550576,139808561.0,1785623.0,59,0,562,0
男,-1,5.0,09-09,4,57,4965.0,677.0,0,0,4,0
保密,-1,6.0,01-01,271,348,383323.0,2432.0,4,3,55,0
保密,-1,3.0,01-01,79,3,247.0,33.0,0,0,1,0
保密,-1,3.0,03-07,98,15,647.0,198.0,3,0,1,0
保密,-1,3.0,02-28,37,185,54534.0,1359.0,4,0,103,0
男,-1,5.0,01-01,41,231,83875.0,624.0,1,0,24,0
女,-1,5.0,01-01,230,1961,566713.0,16214.0,0,0,20,0
保密,-1,5.0,06-05,55,18,15905.0,193.0,0,0,17,0
男,-1,6.0,05-09,134,500,452887.0,1187.0,0,0,47,0
保密,-1,5.0,02-14,111,46,11937.0,598.0,53,0,1,0
男,-1,5.0,02-16,26,31,7738.0,236.0,0,0,205,0
男,-1,6.0,03-22,438,22,550.0,32.0,0,0,2,0
